true_label,predicted_label
afraid,jealous
devastated,apprehensive
trusting,proud
devastated,sad
afraid,anxious
anticipating,anticipating
angry,anxious
furious,trusting
grateful,afraid
excited,excited
annoyed,disappointed
grateful,devastated
hopeful,excited
devastated,surprised
prepared,prepared
excited,grateful
devastated,devastated
prepared,anxious
ashamed,guilty
sentimental,sad
afraid,afraid
furious,furious
trusting,trusting
anxious,apprehensive
impressed,impressed
annoyed,prepared
confident,confident
joyful,prepared
embarrassed,embarrassed
ashamed,ashamed
prepared,prepared
proud,hopeful
surprised,surprised
afraid,terrified
anxious,apprehensive
sentimental,sentimental
excited,excited
jealous,jealous
excited,excited
disgusted,disgusted
ashamed,embarrassed
anxious,ashamed
disgusted,disgusted
devastated,devastated
afraid,afraid
ashamed,disgusted
annoyed,annoyed
impressed,caring
confident,proud
proud,excited
impressed,surprised
nostalgic,nostalgic
surprised,surprised
angry,content
guilty,disappointed
hopeful,jealous
grateful,sentimental
sad,sad
devastated,devastated
anxious,terrified
guilty,content
guilty,caring
terrified,prepared
terrified,annoyed
proud,confident
hopeful,disappointed
guilty,guilty
sentimental,sentimental
terrified,terrified
excited,afraid
jealous,angry
lonely,lonely
sentimental,faithful
proud,anticipating
apprehensive,anxious
hopeful,surprised
grateful,grateful
disappointed,devastated
ashamed,devastated
surprised,grateful
ashamed,guilty
content,content
lonely,lonely
furious,furious
guilty,guilty
nostalgic,nostalgic
anxious,anxious
apprehensive,terrified
jealous,jealous
ashamed,anxious
ashamed,trusting
anticipating,anticipating
grateful,surprised
sad,embarrassed
embarrassed,embarrassed
proud,proud
disgusted,disgusted
surprised,surprised
joyful,excited
furious,furious
confident,confident
lonely,sad
embarrassed,guilty
annoyed,caring
annoyed,annoyed
embarrassed,guilty
sad,terrified
furious,disappointed
afraid,devastated
guilty,guilty
anxious,anxious
disgusted,sad
afraid,anxious
sad,disgusted
grateful,guilty
anxious,disgusted
confident,prepared
anticipating,excited
furious,anxious
faithful,faithful
terrified,terrified
terrified,caring
apprehensive,sentimental
guilty,guilty
anxious,proud
hopeful,anticipating
excited,excited
furious,ashamed
joyful,excited
disgusted,furious
caring,trusting
anxious,anxious
nostalgic,sentimental
disgusted,disgusted
joyful,anticipating
disappointed,annoyed
hopeful,hopeful
grateful,angry
disgusted,surprised
sentimental,excited
annoyed,apprehensive
excited,excited
angry,furious
anticipating,anxious
disappointed,terrified
prepared,confident
proud,caring
impressed,surprised
grateful,anxious
excited,impressed
grateful,impressed
afraid,terrified
excited,proud
sentimental,disappointed
embarrassed,surprised
furious,angry
faithful,confident
caring,hopeful
devastated,hopeful
terrified,devastated
confident,prepared
nostalgic,nostalgic
anticipating,sad
joyful,content
excited,hopeful
confident,confident
annoyed,impressed
terrified,terrified
content,content
proud,proud
anxious,lonely
anxious,anxious
surprised,terrified
sentimental,sentimental
apprehensive,afraid
trusting,trusting
disappointed,confident
angry,angry
nostalgic,sentimental
joyful,trusting
afraid,content
sad,caring
annoyed,guilty
disappointed,sad
angry,angry
guilty,guilty
lonely,anxious
angry,ashamed
sad,devastated
embarrassed,embarrassed
jealous,angry
prepared,prepared
proud,hopeful
nostalgic,sentimental
jealous,surprised
proud,proud
annoyed,annoyed
content,grateful
jealous,jealous
nostalgic,nostalgic
annoyed,annoyed
devastated,guilty
ashamed,embarrassed
grateful,grateful
ashamed,guilty
excited,excited
apprehensive,hopeful
joyful,nostalgic
trusting,guilty
prepared,devastated
caring,impressed
devastated,devastated
hopeful,anxious
annoyed,angry
excited,anticipating
prepared,lonely
annoyed,guilty
disgusted,furious
apprehensive,devastated
guilty,guilty
grateful,terrified
disgusted,disgusted
grateful,trusting
prepared,terrified
disappointed,embarrassed
disgusted,nostalgic
content,content
guilty,guilty
furious,angry
lonely,lonely
guilty,embarrassed
annoyed,annoyed
surprised,surprised
surprised,surprised
guilty,ashamed
excited,anticipating
faithful,content
content,content
sad,sad
ashamed,nostalgic
annoyed,lonely
embarrassed,annoyed
anticipating,lonely
annoyed,angry
guilty,apprehensive
terrified,terrified
jealous,jealous
anxious,anxious
anticipating,nostalgic
surprised,jealous
lonely,sad
angry,annoyed
prepared,prepared
guilty,angry
content,content
afraid,terrified
impressed,surprised
grateful,trusting
surprised,nostalgic
confident,confident
sentimental,sentimental
ashamed,ashamed
anticipating,anticipating
annoyed,lonely
embarrassed,guilty
anxious,apprehensive
jealous,jealous
content,content
sentimental,sad
excited,sad
devastated,anxious
furious,furious
surprised,anxious
disgusted,disgusted
impressed,proud
confident,hopeful
prepared,prepared
terrified,terrified
excited,hopeful
excited,excited
prepared,excited
trusting,terrified
afraid,terrified
embarrassed,prepared
nostalgic,nostalgic
joyful,content
annoyed,annoyed
anxious,anticipating
disgusted,embarrassed
trusting,surprised
content,proud
annoyed,annoyed
confident,terrified
surprised,surprised
confident,prepared
surprised,surprised
anticipating,anticipating
grateful,lonely
hopeful,sad
ashamed,surprised
apprehensive,guilty
joyful,surprised
angry,annoyed
anticipating,excited
impressed,grateful
terrified,furious
hopeful,caring
lonely,lonely
trusting,trusting
joyful,proud
nostalgic,sentimental
confident,hopeful
disappointed,disappointed
angry,annoyed
devastated,terrified
disgusted,jealous
embarrassed,confident
content,grateful
disgusted,annoyed
sad,jealous
disappointed,joyful
grateful,trusting
anxious,grateful
angry,guilty
sentimental,sentimental
surprised,angry
disgusted,guilty
lonely,lonely
trusting,trusting
anticipating,hopeful
caring,sad
lonely,sad
furious,grateful
confident,confident
excited,proud
anticipating,excited
angry,annoyed
afraid,afraid
hopeful,grateful
surprised,jealous
guilty,faithful
guilty,ashamed
lonely,content
devastated,devastated
surprised,surprised
anxious,terrified
sentimental,nostalgic
prepared,prepared
devastated,embarrassed
nostalgic,sentimental
joyful,content
joyful,grateful
surprised,confident
surprised,joyful
jealous,jealous
content,content
guilty,sentimental
afraid,terrified
sad,sentimental
hopeful,proud
caring,excited
impressed,terrified
afraid,terrified
prepared,anxious
annoyed,afraid
lonely,sad
excited,disappointed
afraid,surprised
anticipating,jealous
jealous,jealous
caring,disappointed
disappointed,angry
proud,proud
terrified,embarrassed
anxious,anxious
trusting,disappointed
excited,excited
embarrassed,guilty
terrified,angry
grateful,prepared
impressed,confident
ashamed,guilty
embarrassed,lonely
anxious,anticipating
confident,joyful
excited,grateful
surprised,grateful
afraid,anxious
jealous,trusting
devastated,disappointed
grateful,sentimental
sentimental,lonely
content,jealous
jealous,jealous
furious,devastated
embarrassed,guilty
anxious,guilty
devastated,disgusted
grateful,surprised
excited,excited
ashamed,lonely
grateful,joyful
trusting,trusting
hopeful,hopeful
jealous,disappointed
anticipating,prepared
devastated,devastated
annoyed,annoyed
jealous,content
sad,nostalgic
surprised,angry
confident,excited
content,surprised
jealous,jealous
sad,caring
ashamed,caring
nostalgic,nostalgic
guilty,guilty
embarrassed,devastated
angry,surprised
embarrassed,lonely
joyful,grateful
disappointed,terrified
furious,annoyed
disgusted,terrified
sentimental,nostalgic
furious,furious
afraid,afraid
annoyed,annoyed
devastated,devastated
ashamed,angry
impressed,proud
excited,content
nostalgic,nostalgic
surprised,impressed
proud,proud
sentimental,devastated
nostalgic,sentimental
surprised,proud
surprised,disappointed
proud,devastated
disappointed,disappointed
hopeful,hopeful
excited,joyful
confident,confident
joyful,prepared
furious,angry
anxious,apprehensive
ashamed,afraid
anticipating,guilty
terrified,anxious
hopeful,hopeful
impressed,excited
annoyed,disgusted
disappointed,lonely
angry,annoyed
lonely,lonely
angry,jealous
furious,disgusted
impressed,surprised
afraid,lonely
annoyed,annoyed
proud,guilty
faithful,surprised
grateful,surprised
embarrassed,surprised
anticipating,excited
content,content
caring,caring
annoyed,angry
lonely,apprehensive
joyful,content
jealous,annoyed
content,excited
confident,confident
disgusted,disgusted
sad,surprised
angry,angry
surprised,joyful
furious,angry
joyful,prepared
surprised,surprised
grateful,proud
excited,excited
trusting,surprised
jealous,surprised
lonely,sad
prepared,prepared
annoyed,disgusted
lonely,lonely
angry,furious
prepared,confident
proud,impressed
afraid,surprised
annoyed,annoyed
confident,confident
trusting,disgusted
prepared,jealous
anxious,anticipating
anxious,lonely
caring,lonely
jealous,disappointed
anxious,anxious
disgusted,grateful
nostalgic,anxious
ashamed,guilty
anxious,surprised
surprised,surprised
proud,grateful
disappointed,guilty
devastated,terrified
excited,anticipating
embarrassed,embarrassed
angry,angry
furious,furious
embarrassed,embarrassed
angry,angry
afraid,terrified
anxious,anxious
grateful,confident
excited,excited
angry,apprehensive
afraid,guilty
joyful,anticipating
nostalgic,nostalgic
trusting,excited
lonely,lonely
hopeful,impressed
hopeful,confident
hopeful,grateful
terrified,afraid
hopeful,disappointed
annoyed,prepared
lonely,lonely
trusting,faithful
angry,furious
lonely,lonely
prepared,confident
afraid,terrified
surprised,hopeful
sad,sentimental
terrified,terrified
hopeful,lonely
annoyed,angry
nostalgic,nostalgic
annoyed,angry
anxious,excited
content,guilty
embarrassed,embarrassed
excited,joyful
anticipating,anticipating
content,hopeful
jealous,annoyed
disappointed,hopeful
embarrassed,embarrassed
ashamed,disgusted
caring,prepared
lonely,apprehensive
hopeful,sad
angry,guilty
apprehensive,faithful
angry,disgusted
terrified,disgusted
jealous,jealous
prepared,prepared
grateful,content
grateful,lonely
terrified,terrified
joyful,joyful
apprehensive,apprehensive
anxious,anxious
guilty,terrified
anticipating,prepared
trusting,jealous
disappointed,excited
confident,confident
anxious,confident
joyful,nostalgic
sad,apprehensive
sad,sad
afraid,terrified
trusting,devastated
jealous,hopeful
afraid,disgusted
sad,sad
disappointed,annoyed
lonely,content
surprised,surprised
confident,guilty
disgusted,disgusted
lonely,faithful
ashamed,content
disgusted,terrified
terrified,guilty
prepared,prepared
confident,confident
annoyed,terrified
confident,lonely
surprised,impressed
disappointed,disappointed
guilty,guilty
sentimental,sentimental
furious,furious
annoyed,prepared
devastated,proud
nostalgic,sentimental
surprised,proud
jealous,jealous
nostalgic,content
nostalgic,jealous
content,proud
annoyed,annoyed
sentimental,guilty
lonely,lonely
disgusted,disappointed
grateful,grateful
excited,excited
surprised,terrified
trusting,furious
surprised,surprised
devastated,sad
proud,confident
devastated,sad
impressed,grateful
angry,guilty
sad,sad
lonely,lonely
angry,terrified
trusting,nostalgic
faithful,impressed
trusting,confident
jealous,jealous
furious,annoyed
trusting,disgusted
jealous,lonely
afraid,apprehensive
surprised,surprised
confident,confident
guilty,guilty
disgusted,disgusted
devastated,devastated
jealous,jealous
disgusted,anticipating
sad,trusting
caring,surprised
surprised,proud
sad,sad
prepared,confident
content,surprised
anxious,sad
excited,devastated
sentimental,sentimental
impressed,surprised
devastated,hopeful
excited,joyful
surprised,annoyed
grateful,grateful
anxious,impressed
hopeful,sad
embarrassed,ashamed
sad,guilty
hopeful,anxious
faithful,surprised
guilty,guilty
disappointed,disappointed
excited,hopeful
impressed,grateful
angry,devastated
guilty,guilty
apprehensive,anxious
excited,excited
sad,guilty
faithful,jealous
disappointed,disappointed
impressed,impressed
grateful,hopeful
sentimental,sentimental
sad,sad
surprised,surprised
trusting,impressed
disgusted,afraid
content,content
nostalgic,nostalgic
faithful,disgusted
confident,confident
annoyed,angry
terrified,terrified
terrified,afraid
nostalgic,ashamed
confident,afraid
excited,proud
afraid,apprehensive
prepared,hopeful
caring,caring
excited,excited
hopeful,hopeful
devastated,sentimental
afraid,furious
guilty,guilty
content,content
devastated,afraid
confident,anxious
faithful,grateful
furious,furious
grateful,surprised
anxious,anxious
hopeful,hopeful
annoyed,annoyed
impressed,impressed
annoyed,jealous
confident,anxious
ashamed,annoyed
caring,grateful
excited,joyful
surprised,grateful
hopeful,disappointed
surprised,jealous
disappointed,devastated
sentimental,sentimental
disappointed,disgusted
excited,faithful
afraid,anxious
content,content
faithful,embarrassed
content,proud
devastated,anticipating
jealous,guilty
content,confident
caring,caring
ashamed,guilty
jealous,surprised
sad,sad
nostalgic,impressed
sad,furious
angry,devastated
apprehensive,disgusted
guilty,hopeful
jealous,disappointed
hopeful,hopeful
sad,surprised
anxious,trusting
proud,content
caring,caring
lonely,guilty
anxious,hopeful
anxious,lonely
prepared,prepared
ashamed,disappointed
angry,jealous
proud,impressed
excited,joyful
guilty,ashamed
afraid,terrified
hopeful,confident
ashamed,ashamed
annoyed,guilty
anticipating,anticipating
devastated,anxious
afraid,anxious
devastated,terrified
joyful,joyful
hopeful,confident
lonely,sad
disappointed,surprised
anxious,terrified
disgusted,impressed
proud,proud
disappointed,lonely
apprehensive,afraid
devastated,devastated
lonely,devastated
sentimental,surprised
angry,angry
trusting,trusting
devastated,sad
excited,grateful
annoyed,annoyed
confident,proud
excited,anxious
apprehensive,anxious
hopeful,anxious
grateful,lonely
sentimental,nostalgic
excited,prepared
proud,proud
grateful,sad
terrified,surprised
excited,anticipating
guilty,sad
caring,grateful
grateful,surprised
surprised,furious
hopeful,hopeful
trusting,trusting
prepared,prepared
impressed,proud
content,hopeful
sentimental,guilty
apprehensive,sad
jealous,sad
embarrassed,caring
disappointed,disappointed
apprehensive,apprehensive
disgusted,angry
anticipating,anticipating
content,content
proud,proud
joyful,caring
furious,terrified
confident,nostalgic
afraid,nostalgic
surprised,confident
surprised,impressed
annoyed,disgusted
excited,excited
annoyed,annoyed
lonely,devastated
grateful,grateful
jealous,disappointed
nostalgic,content
embarrassed,embarrassed
sentimental,anticipating
sad,angry
surprised,caring
prepared,caring
content,trusting
ashamed,disappointed
impressed,impressed
ashamed,guilty
prepared,impressed
proud,jealous
apprehensive,nostalgic
annoyed,anxious
joyful,prepared
content,content
surprised,anxious
confident,surprised
embarrassed,guilty
angry,surprised
faithful,content
proud,embarrassed
proud,proud
jealous,jealous
sad,devastated
embarrassed,afraid
embarrassed,disgusted
grateful,grateful
anticipating,proud
anticipating,anticipating
surprised,excited
terrified,terrified
angry,annoyed
jealous,jealous
excited,impressed
annoyed,anxious
surprised,proud
impressed,jealous
joyful,anticipating
nostalgic,nostalgic
embarrassed,embarrassed
nostalgic,nostalgic
lonely,lonely
furious,proud
guilty,joyful
jealous,disappointed
jealous,jealous
sentimental,sentimental
impressed,proud
furious,disappointed
afraid,anticipating
disgusted,disgusted
sentimental,apprehensive
guilty,afraid
terrified,angry
disgusted,disgusted
proud,proud
joyful,surprised
embarrassed,embarrassed
angry,annoyed
sad,sentimental
surprised,anxious
surprised,devastated
sad,sad
disgusted,annoyed
annoyed,surprised
surprised,prepared
anticipating,anticipating
lonely,lonely
content,sentimental
angry,furious
angry,furious
devastated,angry
hopeful,hopeful
angry,angry
annoyed,prepared
proud,proud
sentimental,sentimental
faithful,guilty
confident,prepared
guilty,angry
jealous,excited
joyful,surprised
impressed,impressed
grateful,proud
embarrassed,embarrassed
grateful,grateful
excited,afraid
terrified,terrified
prepared,anxious
sad,sad
impressed,impressed
surprised,grateful
surprised,hopeful
joyful,impressed
grateful,grateful
terrified,disgusted
grateful,hopeful
surprised,surprised
impressed,proud
impressed,jealous
surprised,hopeful
annoyed,afraid
embarrassed,embarrassed
apprehensive,trusting
guilty,hopeful
disappointed,disappointed
furious,annoyed
excited,apprehensive
furious,annoyed
afraid,terrified
jealous,jealous
sad,terrified
apprehensive,apprehensive
confident,hopeful
embarrassed,embarrassed
excited,anticipating
embarrassed,embarrassed
anticipating,excited
apprehensive,ashamed
confident,hopeful
afraid,terrified
lonely,lonely
disappointed,devastated
proud,confident
excited,excited
afraid,embarrassed
terrified,angry
joyful,joyful
jealous,jealous
caring,caring
excited,excited
terrified,terrified
impressed,devastated
angry,furious
annoyed,annoyed
trusting,sentimental
furious,annoyed
prepared,prepared
excited,excited
angry,surprised
devastated,faithful
surprised,content
sentimental,sad
anticipating,anticipating
trusting,trusting
devastated,devastated
afraid,terrified
guilty,lonely
hopeful,impressed
confident,apprehensive
sentimental,terrified
impressed,proud
impressed,impressed
ashamed,guilty
trusting,trusting
joyful,surprised
furious,furious
anticipating,joyful
lonely,sad
angry,furious
surprised,grateful
impressed,impressed
anticipating,nostalgic
devastated,sentimental
afraid,terrified
hopeful,hopeful
impressed,proud
impressed,terrified
angry,guilty
impressed,impressed
trusting,proud
disappointed,furious
angry,guilty
jealous,jealous
sentimental,nostalgic
impressed,jealous
faithful,faithful
ashamed,anxious
confident,confident
embarrassed,embarrassed
anxious,lonely
excited,excited
impressed,impressed
terrified,terrified
excited,confident
excited,prepared
jealous,jealous
afraid,terrified
sad,terrified
sentimental,lonely
anticipating,confident
caring,caring
apprehensive,anxious
confident,confident
nostalgic,sentimental
jealous,guilty
hopeful,grateful
joyful,anticipating
excited,prepared
faithful,trusting
guilty,anticipating
surprised,terrified
trusting,terrified
excited,anticipating
confident,confident
afraid,guilty
faithful,anxious
lonely,sentimental
hopeful,confident
hopeful,proud
trusting,grateful
sentimental,sentimental
sad,devastated
impressed,grateful
surprised,joyful
afraid,anxious
sentimental,lonely
sad,trusting
hopeful,joyful
nostalgic,hopeful
angry,annoyed
jealous,hopeful
proud,hopeful
disappointed,disappointed
anxious,annoyed
hopeful,hopeful
lonely,guilty
prepared,proud
devastated,hopeful
anticipating,content
content,faithful
angry,angry
furious,angry
caring,terrified
joyful,lonely
proud,proud
joyful,proud
furious,lonely
afraid,surprised
ashamed,faithful
apprehensive,caring
jealous,guilty
surprised,terrified
disgusted,embarrassed
anxious,anxious
devastated,devastated
confident,prepared
guilty,guilty
surprised,surprised
content,content
excited,proud
afraid,confident
angry,afraid
lonely,lonely
apprehensive,anxious
prepared,confident
jealous,annoyed
ashamed,embarrassed
annoyed,hopeful
angry,angry
proud,lonely
proud,prepared
excited,sad
guilty,lonely
afraid,guilty
impressed,impressed
angry,grateful
devastated,surprised
faithful,angry
grateful,furious
proud,sad
guilty,disappointed
confident,disappointed
surprised,annoyed
proud,jealous
sentimental,nostalgic
lonely,lonely
apprehensive,excited
furious,guilty
disappointed,devastated
grateful,grateful
hopeful,confident
disappointed,lonely
excited,excited
lonely,lonely
caring,jealous
embarrassed,apprehensive
devastated,devastated
surprised,caring
sentimental,lonely
nostalgic,sentimental
proud,confident
guilty,guilty
lonely,lonely
terrified,terrified
hopeful,hopeful
furious,furious
hopeful,confident
grateful,hopeful
annoyed,disgusted
caring,apprehensive
anticipating,hopeful
surprised,hopeful
proud,proud
impressed,disgusted
angry,annoyed
angry,angry
lonely,lonely
disgusted,disgusted
disgusted,disgusted
anxious,annoyed
nostalgic,nostalgic
jealous,jealous
sentimental,confident
disgusted,disgusted
surprised,surprised
anxious,hopeful
impressed,proud
excited,surprised
anticipating,surprised
disappointed,lonely
sad,content
nostalgic,nostalgic
disappointed,furious
devastated,caring
impressed,jealous
disappointed,angry
anticipating,anticipating
excited,anxious
caring,terrified
nostalgic,nostalgic
proud,impressed
disappointed,anxious
caring,caring
excited,terrified
excited,grateful
hopeful,impressed
sentimental,sentimental
jealous,jealous
confident,anxious
jealous,surprised
confident,embarrassed
excited,surprised
ashamed,guilty
furious,angry
annoyed,disgusted
impressed,guilty
faithful,faithful
surprised,proud
surprised,surprised
ashamed,guilty
surprised,nostalgic
nostalgic,nostalgic
grateful,confident
anticipating,proud
nostalgic,sentimental
anxious,anxious
devastated,terrified
surprised,content
confident,anxious
sad,caring
afraid,grateful
jealous,jealous
sentimental,sad
prepared,prepared
anticipating,confident
anxious,anxious
joyful,jealous
lonely,lonely
excited,sad
content,anticipating
excited,excited
disappointed,furious
content,confident
excited,anticipating
annoyed,annoyed
faithful,sad
sentimental,nostalgic
sad,proud
embarrassed,ashamed
afraid,afraid
lonely,lonely
joyful,joyful
anxious,afraid
sad,lonely
afraid,sad
proud,proud
ashamed,ashamed
disgusted,disgusted
nostalgic,angry
sentimental,sentimental
lonely,sad
joyful,hopeful
confident,hopeful
prepared,prepared
sentimental,sentimental
hopeful,apprehensive
annoyed,disgusted
excited,excited
apprehensive,annoyed
content,content
faithful,proud
terrified,embarrassed
sad,angry
disappointed,lonely
trusting,lonely
anxious,excited
guilty,jealous
trusting,trusting
sentimental,terrified
devastated,devastated
annoyed,annoyed
disgusted,disgusted
disgusted,disgusted
angry,afraid
sad,sad
disappointed,disappointed
annoyed,angry
caring,caring
afraid,prepared
disgusted,guilty
devastated,content
afraid,terrified
joyful,surprised
anxious,confident
sad,afraid
hopeful,hopeful
terrified,terrified
trusting,trusting
guilty,faithful
excited,lonely
grateful,surprised
faithful,grateful
terrified,terrified
afraid,anxious
embarrassed,guilty
joyful,guilty
disgusted,disgusted
guilty,faithful
anticipating,anticipating
trusting,trusting
annoyed,surprised
apprehensive,hopeful
excited,hopeful
disappointed,disappointed
jealous,jealous
grateful,grateful
angry,terrified
sentimental,sad
faithful,terrified
surprised,surprised
confident,confident
angry,impressed
sad,lonely
sad,lonely
excited,surprised
faithful,trusting
joyful,proud
hopeful,hopeful
disgusted,disgusted
faithful,proud
impressed,proud
excited,excited
caring,annoyed
angry,jealous
anxious,proud
devastated,anticipating
impressed,proud
apprehensive,apprehensive
confident,excited
apprehensive,anxious
ashamed,guilty
content,content
caring,jealous
afraid,terrified
annoyed,sad
content,content
hopeful,proud
devastated,devastated
trusting,proud
impressed,anticipating
prepared,prepared
proud,proud
impressed,confident
apprehensive,apprehensive
sad,lonely
impressed,guilty
confident,disappointed
sad,sentimental
lonely,lonely
grateful,caring
faithful,faithful
confident,confident
excited,excited
angry,guilty
terrified,jealous
devastated,content
hopeful,disappointed
impressed,hopeful
surprised,disgusted
sad,lonely
impressed,impressed
sentimental,sad
lonely,confident
afraid,afraid
furious,furious
afraid,anxious
surprised,content
surprised,caring
ashamed,grateful
devastated,disappointed
sad,annoyed
embarrassed,anxious
impressed,grateful
disappointed,disappointed
embarrassed,hopeful
confident,prepared
guilty,guilty
confident,prepared
disgusted,disgusted
devastated,devastated
jealous,disappointed
annoyed,disappointed
devastated,devastated
proud,terrified
sad,devastated
devastated,caring
guilty,guilty
afraid,disappointed
furious,surprised
ashamed,content
confident,confident
devastated,devastated
apprehensive,anxious
apprehensive,prepared
content,surprised
surprised,surprised
nostalgic,nostalgic
terrified,caring
ashamed,embarrassed
content,content
anticipating,anticipating
terrified,afraid
lonely,lonely
confident,faithful
angry,terrified
lonely,content
terrified,trusting
furious,afraid
terrified,annoyed
prepared,afraid
surprised,surprised
faithful,disappointed
angry,hopeful
annoyed,furious
confident,proud
jealous,jealous
guilty,angry
joyful,joyful
jealous,furious
devastated,furious
furious,devastated
confident,anxious
confident,confident
hopeful,confident
faithful,trusting
impressed,annoyed
surprised,excited
faithful,hopeful
trusting,sentimental
content,proud
anxious,surprised
apprehensive,lonely
disappointed,caring
devastated,devastated
proud,proud
disappointed,nostalgic
excited,excited
furious,sad
grateful,grateful
annoyed,annoyed
annoyed,angry
proud,surprised
terrified,terrified
disgusted,embarrassed
embarrassed,terrified
impressed,proud
terrified,surprised
lonely,jealous
disappointed,content
anticipating,confident
disappointed,surprised
jealous,apprehensive
grateful,jealous
hopeful,jealous
afraid,confident
anticipating,impressed
jealous,jealous
surprised,embarrassed
impressed,impressed
angry,angry
ashamed,content
faithful,confident
disgusted,disgusted
content,faithful
impressed,impressed
proud,proud
furious,caring
embarrassed,caring
embarrassed,embarrassed
surprised,excited
furious,annoyed
embarrassed,embarrassed
anxious,anxious
sentimental,sentimental
anxious,hopeful
sentimental,sentimental
sad,lonely
angry,trusting
annoyed,excited
hopeful,disappointed
grateful,faithful
furious,furious
annoyed,annoyed
apprehensive,apprehensive
confident,embarrassed
guilty,surprised
confident,anxious
nostalgic,disappointed
terrified,afraid
confident,disappointed
hopeful,annoyed
embarrassed,embarrassed
apprehensive,jealous
surprised,surprised
hopeful,annoyed
jealous,jealous
terrified,terrified
disappointed,surprised
annoyed,disgusted
content,content
apprehensive,apprehensive
prepared,confident
anticipating,prepared
surprised,sentimental
confident,confident
terrified,afraid
lonely,lonely
anticipating,excited
caring,sentimental
apprehensive,apprehensive
excited,surprised
content,content
annoyed,disappointed
disappointed,disappointed
disappointed,angry
disappointed,anticipating
confident,confident
sad,devastated
anticipating,excited
joyful,anticipating
joyful,proud
nostalgic,excited
surprised,terrified
confident,surprised
anticipating,caring
devastated,sad
disgusted,terrified
caring,grateful
lonely,lonely
caring,afraid
proud,sentimental
proud,proud
sad,sad
caring,caring
excited,anticipating
surprised,surprised
excited,joyful
terrified,anxious
trusting,impressed
jealous,proud
disgusted,annoyed
grateful,prepared
angry,angry
terrified,disgusted
sad,terrified
jealous,proud
guilty,angry
lonely,lonely
disappointed,terrified
content,impressed
prepared,prepared
guilty,ashamed
impressed,impressed
sentimental,lonely
sentimental,sentimental
sentimental,nostalgic
afraid,content
sad,sad
content,content
nostalgic,sad
confident,confident
terrified,annoyed
anxious,afraid
devastated,nostalgic
terrified,furious
sentimental,sentimental
jealous,impressed
embarrassed,embarrassed
furious,caring
afraid,hopeful
surprised,grateful
angry,afraid
nostalgic,embarrassed
devastated,caring
guilty,guilty
caring,terrified
ashamed,guilty
trusting,trusting
sad,sad
afraid,anxious
apprehensive,apprehensive
caring,annoyed
sad,excited
annoyed,annoyed
caring,impressed
anxious,anticipating
guilty,guilty
caring,caring
lonely,lonely
afraid,apprehensive
joyful,guilty
hopeful,disappointed
anxious,excited
joyful,proud
joyful,excited
hopeful,anxious
lonely,lonely
anticipating,excited
anxious,anxious
grateful,impressed
nostalgic,nostalgic
grateful,lonely
jealous,ashamed
excited,anticipating
trusting,jealous
prepared,confident
trusting,proud
guilty,guilty
disappointed,angry
lonely,lonely
devastated,furious
confident,caring
joyful,proud
embarrassed,angry
embarrassed,surprised
jealous,ashamed
proud,hopeful
caring,lonely
angry,devastated
grateful,grateful
terrified,caring
disgusted,surprised
ashamed,embarrassed
devastated,surprised
sad,angry
anticipating,annoyed
grateful,content
disgusted,disgusted
surprised,prepared
content,prepared
hopeful,confident
proud,proud
sentimental,sentimental
prepared,surprised
surprised,surprised
joyful,anticipating
anticipating,anxious
prepared,joyful
proud,surprised
nostalgic,impressed
joyful,joyful
lonely,sad
trusting,trusting
joyful,faithful
angry,angry
confident,confident
anxious,impressed
anticipating,joyful
annoyed,annoyed
terrified,terrified
ashamed,ashamed
embarrassed,guilty
proud,proud
embarrassed,disgusted
angry,angry
grateful,grateful
anticipating,anticipating
caring,anxious
apprehensive,confident
grateful,grateful
embarrassed,surprised
annoyed,lonely
guilty,guilty
caring,caring
faithful,guilty
grateful,caring
caring,caring
caring,angry
jealous,content
disappointed,lonely
nostalgic,nostalgic
faithful,excited
caring,content
proud,jealous
impressed,caring
sad,sentimental
terrified,afraid
devastated,joyful
content,jealous
guilty,ashamed
impressed,proud
terrified,excited
ashamed,content
disgusted,disgusted
hopeful,anticipating
sentimental,surprised
content,lonely
guilty,guilty
grateful,grateful
disappointed,surprised
content,content
confident,anticipating
caring,caring
confident,confident
joyful,confident
terrified,hopeful
jealous,apprehensive
disgusted,annoyed
proud,proud
lonely,sentimental
annoyed,proud
ashamed,guilty
impressed,impressed
afraid,terrified
anticipating,anticipating
embarrassed,furious
embarrassed,embarrassed
hopeful,trusting
afraid,hopeful
prepared,confident
furious,annoyed
nostalgic,nostalgic
caring,jealous
terrified,terrified
proud,surprised
content,excited
surprised,impressed
disgusted,annoyed
lonely,content
surprised,embarrassed
jealous,disappointed
furious,furious
caring,hopeful
joyful,surprised
lonely,lonely
content,grateful
embarrassed,disgusted
trusting,lonely
lonely,lonely
angry,jealous
terrified,lonely
prepared,confident
confident,annoyed
trusting,trusting
angry,angry
disgusted,terrified
content,hopeful
jealous,disappointed
sentimental,sad
annoyed,annoyed
disgusted,terrified
trusting,trusting
anxious,hopeful
joyful,grateful
apprehensive,caring
sentimental,nostalgic
anticipating,nostalgic
annoyed,annoyed
angry,annoyed
angry,angry
joyful,prepared
proud,impressed
guilty,guilty
proud,proud
afraid,apprehensive
grateful,angry
joyful,caring
guilty,guilty
afraid,embarrassed
disappointed,jealous
lonely,lonely
